kernel_xy_size: 97, kernel_eps_size: 21
elapsed_seconds	kernel_xy_size
241.360000	7
241.596000	7
241.541000	7
241.573000	7
241.606000	7
241.718000	7
241.634000	7
242.143000	7
240.284000	7
241.733000	7
274.506000	13
274.346000	13
337.141000	13
275.203000	13
274.403000	13
274.271000	13
274.600000	13
274.594000	13
274.237000	13
274.527000	13
306.967000	19
306.821000	19
306.787000	19
306.826000	19
307.083000	19
395.246000	19
308.347000	19
307.177000	19
306.975000	19
307.076000	19
341.534000	25
341.668000	25
341.382000	25
452.247000	25
341.729000	25
341.520000	25
341.318000	25
341.382000	25
341.406000	25
341.203000	25
375.522000	31
375.581000	31
375.518000	31
375.523000	31
375.632000	31
375.654000	31
375.650000	31
421.916000	31
375.975000	31
375.846000	31
409.927000	37
409.996000	37
409.852000	37
409.827000	37
409.569000	37
409.868000	37
409.578000	37
409.761000	37
409.704000	37
409.585000	37
444.210000	43
443.816000	43
475.645000	43
444.650000	43
444.516000	43
444.302000	43
444.316000	43
444.336000	43
444.088000	43
443.844000	43
478.685000	49
478.763000	49
478.777000	49
478.565000	49
478.821000	49
478.818000	49
478.654000	49
478.772000	49
478.549000	49
478.616000	49
513.645000	55
513.266000	55
513.477000	55
513.709000	55
513.404000	55
513.598000	55
513.455000	55
513.716000	55
513.812000	55
513.467000	55
548.175000	61
548.071000	61
610.218000	61
549.003000	61
548.337000	61
547.996000	61
548.078000	61
547.872000	61
547.679000	61
547.703000	61
582.656000	67
582.713000	67
582.647000	67
632.745000	67
583.536000	67
583.316000	67
582.992000	67
609.647000	67
583.076000	67
582.940000	67
617.126000	73
616.954000	73
686.396000	73
618.089000	73
617.654000	73
617.452000	73
617.343000	73
617.289000	73
617.332000	73
617.323000	73
652.657000	79
652.238000	79
652.136000	79
652.921000	79
653.056000	79
652.598000	79
652.610000	79
652.304000	79
652.878000	79
652.318000	79
686.555000	85
686.721000	85
686.673000	85
686.625000	85
686.523000	85
686.943000	85
686.866000	85
686.745000	85
686.629000	85
686.631000	85
721.241000	91
721.385000	91
721.537000	91
721.001000	91
720.973000	91
721.107000	91
721.256000	91
721.266000	91
721.066000	91
721.287000	91
750.239000	97
750.496000	97
750.379000	97
750.404000	97
750.429000	97
854.693000	97
750.995000	97
750.277000	97
750.670000	97
860.846000	97
