kernel_xy_size: 97, kernel_eps_size: 21
elapsed_seconds	kernel_xy_size
12.178000	7
12.176000	7
12.136000	7
12.177000	7
12.118000	7
12.196000	7
12.092000	7
12.123000	7
12.135000	7
12.124000	7
13.879000	13
13.927000	13
13.874000	13
13.946000	13
13.836000	13
13.867000	13
13.834000	13
13.888000	13
13.930000	13
13.929000	13
15.731000	19
15.640000	19
15.695000	19
15.715000	19
15.636000	19
15.668000	19
120.160000	19
16.034000	19
15.605000	19
15.621000	19
17.404000	25
17.485000	25
17.464000	25
17.439000	25
17.518000	25
17.403000	25
17.567000	25
17.432000	25
17.403000	25
17.493000	25
19.172000	31
19.242000	31
19.222000	31
19.246000	31
19.285000	31
19.207000	31
19.239000	31
19.262000	31
19.247000	31
19.197000	31
21.050000	37
21.001000	37
21.089000	37
21.071000	37
20.986000	37
20.991000	37
21.070000	37
20.976000	37
21.012000	37
20.982000	37
22.814000	43
22.813000	43
24.020000	43
22.760000	43
22.886000	43
22.731000	43
22.795000	43
22.758000	43
22.725000	43
22.770000	43
24.518000	49
24.527000	49
24.584000	49
24.589000	49
24.560000	49
24.556000	49
24.691000	49
24.538000	49
24.569000	49
24.521000	49
26.397000	55
26.336000	55
26.300000	55
26.333000	55
26.410000	55
26.371000	55
26.322000	55
26.375000	55
26.337000	55
26.391000	55
28.129000	61
28.154000	61
28.109000	61
28.105000	61
28.139000	61
28.126000	61
28.132000	61
28.217000	61
28.123000	61
28.166000	61
29.955000	67
29.904000	67
29.963000	67
29.966000	67
30.029000	67
29.915000	67
30.005000	67
29.899000	67
29.901000	67
29.920000	67
31.711000	73
31.690000	73
31.693000	73
31.709000	73
31.689000	73
31.689000	73
31.729000	73
31.745000	73
32.248000	73
131.069000	73
33.755000	79
33.473000	79
33.573000	79
33.434000	79
33.404000	79
33.591000	79
33.447000	79
33.526000	79
33.490000	79
33.464000	79
35.223000	85
35.279000	85
35.296000	85
35.233000	85
35.408000	85
35.358000	85
35.321000	85
35.307000	85
35.304000	85
35.245000	85
37.075000	91
37.053000	91
37.035000	91
37.131000	91
37.100000	91
37.042000	91
37.060000	91
37.143000	91
37.033000	91
36.980000	91
38.403000	97
38.430000	97
38.493000	97
38.580000	97
38.383000	97
38.433000	97
38.424000	97
38.482000	97
38.510000	97
38.428000	97
