kernel_xy_size: 97, kernel_eps_size: 21
elapsed_seconds	kernel_xy_size
25.090000	7
25.106000	7
25.052000	7
25.277000	7
25.127000	7
25.177000	7
25.273000	7
25.172000	7
25.120000	7
25.143000	7
29.058000	13
29.017000	13
29.041000	13
28.941000	13
29.147000	13
28.957000	13
28.999000	13
28.979000	13
29.050000	13
29.049000	13
32.906000	19
32.881000	19
33.017000	19
32.973000	19
32.942000	19
32.959000	19
32.989000	19
32.912000	19
32.944000	19
32.899000	19
36.891000	25
36.822000	25
36.869000	25
36.778000	25
36.884000	25
36.874000	25
36.824000	25
36.848000	25
36.892000	25
37.019000	25
40.771000	31
40.751000	31
40.765000	31
40.713000	31
40.868000	31
40.812000	31
40.749000	31
40.783000	31
40.717000	31
40.798000	31
44.716000	37
44.652000	37
44.708000	37
44.644000	37
44.682000	37
44.876000	37
44.750000	37
44.685000	37
44.586000	37
142.649000	37
48.553000	43
48.657000	43
48.520000	43
48.514000	43
48.639000	43
48.563000	43
48.553000	43
48.560000	43
48.614000	43
48.554000	43
52.567000	49
52.546000	49
52.613000	49
52.536000	49
52.556000	49
52.463000	49
52.568000	49
52.540000	49
52.606000	49
52.652000	49
56.504000	55
56.509000	55
56.461000	55
56.411000	55
56.445000	55
56.493000	55
56.518000	55
56.537000	55
56.525000	55
56.458000	55
60.354000	61
60.424000	61
60.351000	61
60.378000	61
60.384000	61
60.459000	61
60.436000	61
60.412000	61
60.441000	61
60.258000	61
64.239000	67
112.073000	67
64.318000	67
64.284000	67
64.298000	67
64.324000	67
64.360000	67
64.332000	67
64.430000	67
64.378000	67
68.298000	73
68.305000	73
68.203000	73
68.208000	73
68.196000	73
68.189000	73
68.212000	73
68.191000	73
68.191000	73
68.212000	73
72.107000	79
72.227000	79
72.239000	79
72.213000	79
72.211000	79
72.196000	79
72.282000	79
72.277000	79
72.235000	79
72.152000	79
76.142000	85
76.047000	85
75.971000	85
75.975000	85
76.042000	85
75.949000	85
75.925000	85
76.020000	85
75.997000	85
75.990000	85
79.909000	91
79.952000	91
79.973000	91
166.520000	91
80.371000	91
79.997000	91
80.027000	91
80.055000	91
80.085000	91
80.109000	91
83.082000	97
83.032000	97
82.955000	97
82.910000	97
82.973000	97
83.026000	97
82.992000	97
82.983000	97
83.015000	97
83.031000	97
